timestamp,txId,userSessionId,teamId,userId,adId,adCategory
26/05/2016 19:43,6239,5912,61,1645,26,movies
26/05/2016 19:45,6242,5798,77,1304,8,hardware
26/05/2016 19:47,6234,5741,54,1042,27,games
26/05/2016 19:50,6238,5951,59,931,14,fashion
26/05/2016 19:51,6235,5736,36,2161,1,sports
26/05/2016 19:57,6232,5732,51,1485,16,clothing
26/05/2016 19:58,6241,5955,64,2009,16,clothing
26/05/2016 19:59,6236,5940,64,564,0,sports
26/05/2016 20:03,6240,6229,72,1307,24,clothing
26/05/2016 20:05,6237,5914,78,1821,9,sports
26/05/2016 20:07,6266,5908,27,856,28,hardware
26/05/2016 20:07,6268,5940,64,564,19,clothing
26/05/2016 20:13,6261,5821,94,352,7,hardware
26/05/2016 20:16,6264,5813,39,210,11,games
26/05/2016 20:19,6265,5791,53,2139,19,clothing
26/05/2016 20:22,6263,5696,18,970,5,computers
26/05/2016 20:27,6267,5741,54,1042,23,fashion
26/05/2016 20:31,6262,5660,53,881,12,computers
26/05/2016 20:40,6288,5735,84,1404,4,games
26/05/2016 20:41,6285,5860,57,2221,3,electronics
26/05/2016 20:41,6291,5809,27,611,21,movies
26/05/2016 20:43,6286,5674,54,770,20,clothing
26/05/2016 20:52,6290,5852,74,1270,20,clothing
26/05/2016 20:53,6287,5798,77,1304,11,games
26/05/2016 21:03,6289,5841,64,504,4,games
26/05/2016 21:07,6319,5770,25,1807,27,games
26/05/2016 21:09,6323,5825,61,1471,2,electronics
26/05/2016 21:10,6321,5823,61,511,11,games
26/05/2016 21:12,6315,5850,64,1367,1,sports
26/05/2016 21:13,6324,5844,53,670,1,sports
26/05/2016 21:14,6314,5720,94,1535,12,computers
26/05/2016 21:18,6317,5914,78,1821,28,hardware
26/05/2016 21:25,6322,5702,20,355,15,sports
26/05/2016 21:29,6325,5823,61,511,12,computers
26/05/2016 21:33,6326,5761,32,2336,14,fashion
26/05/2016 21:34,6320,5694,35,2229,1,sports
26/05/2016 21:34,6316,5668,20,1145,4,games
26/05/2016 21:35,6318,5652,11,937,28,hardware
26/05/2016 21:36,6313,5785,27,1065,27,games
26/05/2016 21:39,6350,5761,32,2336,4,games
26/05/2016 21:41,6345,5724,11,1260,23,fashion
26/05/2016 21:43,6348,5789,75,1525,23,fashion
26/05/2016 21:44,6347,5941,99,97,12,computers
26/05/2016 21:47,6351,5676,44,1926,15,sports
26/05/2016 21:47,6352,5735,84,1404,7,hardware
26/05/2016 21:57,6354,5940,64,564,7,hardware
26/05/2016 21:58,6353,5771,27,820,3,electronics
26/05/2016 22:05,6349,5870,9,371,15,sports
26/05/2016 22:05,6346,5883,51,810,16,clothing
26/05/2016 22:07,6387,5676,44,1926,7,hardware
26/05/2016 22:07,6390,5687,66,1315,2,electronics
26/05/2016 22:10,6383,5705,18,1874,21,movies
26/05/2016 22:10,6384,5707,59,867,9,sports
26/05/2016 22:11,6393,5687,66,1315,1,sports
26/05/2016 22:12,6388,5829,78,1769,18,games
26/05/2016 22:15,6391,5732,51,1485,0,sports
26/05/2016 22:16,6382,5789,75,1525,20,clothing
26/05/2016 22:17,6385,5853,22,844,25,computers
26/05/2016 22:17,6379,5829,78,1769,24,clothing
26/05/2016 22:18,6392,5685,97,1756,21,movies
26/05/2016 22:25,6378,5683,99,2368,26,movies
26/05/2016 22:26,6380,5829,78,1769,28,hardware
26/05/2016 22:30,6386,5683,99,2368,9,sports
26/05/2016 22:30,6381,5743,53,1059,16,clothing
26/05/2016 22:31,6389,5835,99,1,24,clothing
26/05/2016 22:39,6409,5667,64,708,21,movies
26/05/2016 22:47,6403,5940,64,564,24,clothing
26/05/2016 22:52,6406,5675,90,170,25,computers
26/05/2016 22:58,6405,5765,57,1320,3,electronics
26/05/2016 23:01,6408,5921,2,518,15,sports
26/05/2016 23:03,6407,5962,64,2084,16,clothing
26/05/2016 23:04,6410,5950,18,934,27,games
26/05/2016 23:04,6404,5958,8,2383,22,computers
26/05/2016 23:14,6428,5967,22,1782,8,hardware
26/05/2016 23:16,6429,5833,2,624,20,clothing
26/05/2016 23:25,6426,5917,51,2030,12,computers
26/05/2016 23:36,6427,5737,85,1387,18,games
26/05/2016 23:37,6457,5734,36,127,15,sports
26/05/2016 23:38,6452,5652,11,937,3,electronics
26/05/2016 23:40,6449,5659,13,1623,8,hardware
26/05/2016 23:41,6456,5852,74,1270,21,movies
26/05/2016 23:44,6450,6377,13,1555,7,hardware
26/05/2016 23:46,6454,5963,84,244,29,automotive
26/05/2016 23:46,6446,5743,53,1059,25,computers
26/05/2016 23:52,6445,5955,64,2009,8,hardware
26/05/2016 23:52,6455,5946,64,846,21,movies
26/05/2016 23:54,6448,5829,78,1769,7,hardware
26/05/2016 23:56,6447,6401,18,1064,22,computers
26/05/2016 23:58,6444,5665,18,121,10,fashion
27/05/2016 00:00,6451,5801,11,222,24,clothing
27/05/2016 00:03,6453,5816,53,1740,2,electronics
27/05/2016 00:09,6471,5697,35,2199,4,games
27/05/2016 00:30,6472,5887,44,935,16,clothing
27/05/2016 00:42,6496,5734,36,127,6,movies
27/05/2016 00:52,6497,5665,18,121,16,clothing
27/05/2016 00:54,6502,5893,64,1544,20,clothing
27/05/2016 00:56,6494,5836,27,1892,13,computers
27/05/2016 01:01,6501,5893,64,1544,14,fashion
27/05/2016 01:04,6500,5920,9,1027,11,games
27/05/2016 01:05,6499,5812,64,1997,5,computers
27/05/2016 01:06,6495,5750,44,2283,1,sports
27/05/2016 01:06,6498,5816,53,1740,12,computers
27/05/2016 01:06,6525,5735,84,1404,2,electronics
27/05/2016 01:09,6522,5858,22,157,26,movies
27/05/2016 01:09,6533,5882,61,1085,22,computers
27/05/2016 01:10,6530,5789,75,1525,18,games
27/05/2016 01:12,6521,5915,59,801,13,computers
27/05/2016 01:22,6528,5948,35,400,12,computers
27/05/2016 01:23,6531,5669,36,445,25,computers
27/05/2016 01:26,6524,5773,35,279,28,hardware
27/05/2016 01:26,6534,5778,94,1206,24,clothing
27/05/2016 01:26,6529,5844,53,670,24,clothing
27/05/2016 01:28,6526,5761,32,2336,21,movies
27/05/2016 01:30,6527,5956,22,1717,0,sports
27/05/2016 01:33,6520,5912,61,1645,16,clothing
27/05/2016 01:35,6532,5679,97,819,0,sports
27/05/2016 01:35,6523,5742,35,2243,4,games
27/05/2016 02:24,6562,5778,94,1206,7,hardware
27/05/2016 02:25,6563,5869,22,90,26,movies
27/05/2016 02:28,6564,5659,13,1623,7,hardware
27/05/2016 02:39,6592,5721,9,21,24,clothing
27/05/2016 02:43,6588,5852,74,1270,11,games
27/05/2016 02:46,6591,5852,74,1270,12,computers
27/05/2016 02:58,6587,5883,51,810,9,sports
27/05/2016 03:05,6590,5758,100,1793,14,fashion
27/05/2016 03:06,6589,5658,72,1370,13,computers
27/05/2016 03:07,6613,5775,35,868,8,hardware
27/05/2016 03:08,6614,5811,97,649,25,computers
27/05/2016 03:09,6618,5720,94,1535,14,fashion
27/05/2016 03:11,6621,5811,97,649,20,clothing
27/05/2016 03:11,6619,5743,53,1059,4,games
27/05/2016 03:17,6620,5943,54,243,21,movies
27/05/2016 03:19,6609,5687,66,1315,24,clothing
27/05/2016 03:21,6612,5683,99,2368,7,hardware
27/05/2016 03:21,6616,5747,94,239,14,fashion
27/05/2016 03:31,6608,5783,100,2306,1,sports
27/05/2016 03:33,6615,5785,27,1065,10,fashion
27/05/2016 03:34,6611,5858,22,157,1,sports
27/05/2016 03:34,6610,5909,84,2218,6,movies
27/05/2016 03:36,6617,5683,99,2368,6,movies
27/05/2016 03:38,6647,5930,59,2029,24,clothing
27/05/2016 03:38,6640,5663,94,1966,13,computers
27/05/2016 03:39,6636,5879,64,1157,5,computers
27/05/2016 03:42,6635,5667,64,708,11,games
27/05/2016 03:44,6649,5666,63,462,5,computers
27/05/2016 03:49,6643,5923,99,2212,19,clothing
27/05/2016 03:50,6638,5756,63,212,16,clothing
27/05/2016 03:51,6641,5889,54,165,3,electronics
27/05/2016 03:51,6637,5825,61,1471,6,movies
27/05/2016 03:52,6639,5821,94,352,10,fashion
27/05/2016 03:53,6648,5915,59,801,28,hardware
27/05/2016 03:55,6650,5836,27,1892,3,electronics
27/05/2016 03:56,6644,5661,63,83,25,computers
27/05/2016 03:59,6646,5706,9,1652,23,fashion
27/05/2016 03:59,6645,5706,9,1652,28,hardware
27/05/2016 04:04,6642,5683,99,2368,6,movies
27/05/2016 04:19,6665,5906,74,62,13,computers
27/05/2016 04:22,6666,5727,18,1205,9,sports
27/05/2016 04:23,6664,5844,53,670,26,movies
27/05/2016 04:40,6682,6088,32,1815,9,sports
27/05/2016 04:56,6683,5761,32,2336,27,games
27/05/2016 05:07,6713,5671,59,2355,19,clothing
27/05/2016 05:08,6710,5823,61,511,14,fashion
27/05/2016 05:08,6712,5847,70,1516,20,clothing
27/05/2016 05:15,6716,5886,64,68,19,clothing
27/05/2016 05:16,6704,5666,63,462,12,computers
27/05/2016 05:16,6703,5758,100,1793,7,hardware
27/05/2016 05:17,6708,5919,59,2133,0,sports
27/05/2016 05:18,6715,5768,97,1640,8,hardware
27/05/2016 05:19,6707,5741,54,1042,20,clothing
27/05/2016 05:20,6705,5743,53,1059,21,movies
27/05/2016 05:23,6706,5782,51,1318,28,hardware
27/05/2016 05:24,6711,5659,13,1623,20,clothing
27/05/2016 05:26,6709,6401,18,1064,23,fashion
27/05/2016 05:33,6714,5663,94,1966,24,clothing
27/05/2016 06:24,6751,5870,9,371,24,clothing
27/05/2016 06:33,6750,5723,85,309,19,clothing
27/05/2016 06:39,6784,5778,94,1206,27,games
27/05/2016 06:41,6785,5945,75,253,5,computers
27/05/2016 06:42,6779,5870,9,371,23,fashion
27/05/2016 06:43,6772,5680,64,1588,28,hardware
27/05/2016 06:44,6780,6088,32,1815,6,movies
27/05/2016 06:45,6773,5940,64,564,29,automotive
27/05/2016 06:46,6783,5922,57,306,14,fashion
27/05/2016 06:48,6777,5969,94,741,21,movies
27/05/2016 06:49,6775,5716,18,374,2,electronics
27/05/2016 06:49,6778,5721,9,21,27,games
27/05/2016 06:51,6774,5811,97,649,0,sports
27/05/2016 06:52,6786,5725,77,343,24,clothing
27/05/2016 06:52,6782,5749,54,2379,20,clothing
27/05/2016 06:55,6787,5767,72,1856,17,games
27/05/2016 06:57,6781,5813,39,210,4,games
27/05/2016 07:00,6776,5798,77,1304,4,games
27/05/2016 07:07,6811,5850,64,1367,20,clothing
27/05/2016 07:09,6814,5674,54,770,25,computers
27/05/2016 07:09,6808,5687,66,1315,0,sports
27/05/2016 07:13,6815,5750,44,2283,15,sports
27/05/2016 07:14,6820,5772,35,807,25,computers
27/05/2016 07:14,6810,5816,53,1740,7,hardware
27/05/2016 07:17,6806,5700,8,1353,0,sports
27/05/2016 07:19,6816,5715,90,1972,1,sports
27/05/2016 07:20,6812,5785,27,1065,17,games
27/05/2016 07:21,6818,5958,8,2383,20,clothing
27/05/2016 07:23,6809,5946,64,846,16,clothing
27/05/2016 07:25,6813,5779,27,221,11,games
27/05/2016 07:28,6805,5934,27,2384,24,clothing
27/05/2016 07:29,6807,5716,18,374,9,sports
27/05/2016 07:30,6817,5922,57,306,2,electronics
27/05/2016 07:35,6819,5945,75,253,14,fashion
27/05/2016 07:43,6839,5925,99,2032,16,clothing
27/05/2016 07:50,6840,5919,59,2133,14,fashion
27/05/2016 07:55,6841,5698,9,1143,27,games
27/05/2016 08:04,6838,5728,77,751,27,games
27/05/2016 08:17,6862,5649,18,1658,28,hardware
27/05/2016 08:18,6859,5940,64,564,21,movies
27/05/2016 08:18,6865,5969,94,741,1,sports
27/05/2016 08:20,6864,5758,100,1793,3,electronics
27/05/2016 08:24,6861,5785,27,1065,23,fashion
27/05/2016 08:26,6860,5720,94,1535,24,clothing
27/05/2016 08:34,6863,5709,11,2222,18,games
27/05/2016 08:35,6858,5969,94,741,10,fashion
27/05/2016 08:36,6889,5768,97,1640,8,hardware
27/05/2016 08:37,6890,5775,35,868,0,sports
27/05/2016 08:38,6884,5934,27,2384,24,clothing
27/05/2016 08:43,6886,5735,84,1404,20,clothing
27/05/2016 08:48,6887,5669,36,445,13,computers
27/05/2016 08:50,6885,5759,22,76,27,games
27/05/2016 09:01,6881,5807,54,1026,1,sports
27/05/2016 09:04,6883,5801,11,222,13,computers
27/05/2016 09:06,6880,5785,27,1065,26,movies
27/05/2016 09:06,6882,5867,27,1329,19,clothing
27/05/2016 09:06,6888,5702,20,355,11,games
27/05/2016 09:08,6910,5783,100,2306,16,clothing
27/05/2016 09:10,6909,5789,75,1525,20,clothing
27/05/2016 09:34,6911,5943,54,243,10,fashion
27/05/2016 09:38,6934,5832,100,2092,14,fashion
27/05/2016 09:45,6941,5943,54,243,27,games
27/05/2016 09:46,6932,5747,94,239,9,sports
27/05/2016 09:53,6938,5655,9,1277,26,movies
27/05/2016 09:54,6933,5667,64,708,19,clothing
27/05/2016 09:56,6936,5798,77,1304,1,sports
27/05/2016 09:57,6930,5829,78,1769,3,electronics
27/05/2016 10:00,6931,5657,63,585,8,hardware
27/05/2016 10:01,6939,5930,59,2029,21,movies
27/05/2016 10:02,6935,5735,84,1404,21,movies
27/05/2016 10:04,6940,5666,63,462,17,games
27/05/2016 10:05,6937,5735,84,1404,23,fashion
27/05/2016 10:08,6965,5698,9,1143,15,sports
27/05/2016 10:10,6973,5758,100,1793,11,games
27/05/2016 10:11,6968,5727,18,1205,21,movies
27/05/2016 10:13,6967,5801,11,222,5,computers
27/05/2016 10:18,6970,5743,53,1059,10,fashion
27/05/2016 10:18,6963,5742,35,2243,27,games
27/05/2016 10:19,6971,5968,35,2127,1,sports
27/05/2016 10:20,6960,5711,18,128,8,hardware
27/05/2016 10:26,6966,5882,61,1085,9,sports
27/05/2016 10:29,6972,5767,72,1856,20,clothing
27/05/2016 10:29,6964,5782,51,1318,28,hardware
27/05/2016 10:30,6969,5773,35,279,20,clothing
27/05/2016 10:32,6962,6377,13,1555,2,electronics
27/05/2016 10:35,6961,5674,54,770,6,movies
27/05/2016 10:36,6959,5858,22,157,23,fashion
27/05/2016 11:11,7000,5727,18,1205,25,computers
27/05/2016 11:14,6994,5663,94,1966,19,clothing
27/05/2016 11:20,6995,5736,36,2161,14,fashion
27/05/2016 11:24,7001,5773,35,279,6,movies
27/05/2016 11:27,6999,5934,27,2384,8,hardware
27/05/2016 11:30,6998,5671,59,2355,11,games
27/05/2016 11:34,6997,5969,94,741,7,hardware
27/05/2016 11:36,6996,5730,82,1214,7,hardware
27/05/2016 11:37,7021,5658,72,1370,11,games
27/05/2016 11:37,7028,5853,22,844,11,games
27/05/2016 11:37,7018,5881,11,390,11,games
27/05/2016 11:38,7016,6173,85,864,18,games
27/05/2016 11:38,7014,6993,22,1022,28,hardware
27/05/2016 11:38,7029,5835,99,1,22,computers
27/05/2016 11:40,7022,5694,35,2229,14,fashion
27/05/2016 11:41,7020,5663,94,1966,3,electronics
27/05/2016 11:42,7025,5920,9,1027,0,sports
27/05/2016 11:49,7023,5963,84,244,10,fashion
27/05/2016 11:56,7019,5723,85,309,13,computers
27/05/2016 11:59,7026,5825,61,1471,22,computers
27/05/2016 12:02,7017,6401,18,1064,18,games
27/05/2016 12:02,7027,6928,54,1163,15,sports
27/05/2016 12:04,7015,5925,99,2032,13,computers
27/05/2016 12:06,7024,5696,18,970,29,automotive
27/05/2016 12:09,7043,5765,57,1320,28,hardware
27/05/2016 12:33,7042,5734,36,127,15,sports
27/05/2016 12:41,7060,5730,82,1214,0,sports
27/05/2016 12:44,7058,5820,9,1300,27,games
27/05/2016 12:47,7062,5749,54,2379,14,fashion
27/05/2016 12:47,7057,5747,94,239,0,sports
27/05/2016 12:50,7059,5747,94,239,3,electronics
27/05/2016 12:57,7063,5950,18,934,1,sports
27/05/2016 12:58,7061,5848,94,896,7,hardware
27/05/2016 13:03,7064,5841,64,504,13,computers
27/05/2016 13:11,7082,5882,61,1085,21,movies
27/05/2016 13:12,7088,5940,64,564,24,clothing
27/05/2016 13:12,7086,5852,74,1270,19,clothing
27/05/2016 13:13,7081,6377,13,1555,29,automotive
27/05/2016 13:14,7089,5948,35,400,4,games
27/05/2016 13:17,7085,5809,27,611,7,hardware
27/05/2016 13:26,7084,5730,82,1214,14,fashion
27/05/2016 13:26,7080,5674,54,770,26,movies
27/05/2016 13:32,7087,5771,27,820,2,electronics
27/05/2016 13:35,7083,5829,78,1769,0,sports
27/05/2016 13:43,7107,5935,97,412,18,games
27/05/2016 13:45,7108,5700,8,1353,6,movies
27/05/2016 13:52,7111,5768,97,1640,25,computers
27/05/2016 13:54,7109,5666,63,462,4,games
27/05/2016 13:56,7110,5829,78,1769,29,automotive
27/05/2016 14:02,7106,5707,59,867,27,games
27/05/2016 14:11,7135,5963,84,244,5,computers
27/05/2016 14:16,7133,6928,54,1163,20,clothing
27/05/2016 14:17,7134,5909,84,2218,22,computers
27/05/2016 14:22,7136,5892,53,1538,13,computers
27/05/2016 14:32,7137,5935,97,412,10,fashion
27/05/2016 14:38,7153,5938,11,1155,20,clothing
27/05/2016 14:49,7152,5669,36,445,9,sports
27/05/2016 14:52,7151,5912,61,1645,0,sports
27/05/2016 15:07,7169,5915,59,801,14,fashion
27/05/2016 15:08,7175,5791,53,2139,7,hardware
27/05/2016 15:11,7173,6088,32,1815,14,fashion
27/05/2016 15:13,7171,5940,64,564,8,hardware
27/05/2016 15:14,7170,5834,54,178,11,games
27/05/2016 15:14,7168,5661,63,83,12,computers
27/05/2016 15:23,7172,5879,64,1157,17,games
27/05/2016 15:30,7174,5863,27,471,16,clothing
27/05/2016 15:46,7196,5716,18,374,6,movies
27/05/2016 15:50,7193,5697,35,2199,19,clothing
27/05/2016 15:52,7190,5705,18,1874,18,games
27/05/2016 15:55,7191,5921,2,518,14,fashion
27/05/2016 16:01,7192,5724,11,1260,13,computers
27/05/2016 16:04,7195,5680,64,1588,16,clothing
27/05/2016 16:04,7194,6401,18,1064,15,sports
27/05/2016 16:09,7228,7079,66,12,29,automotive
27/05/2016 16:09,7218,5823,61,511,8,hardware
27/05/2016 16:13,7222,5765,57,1320,8,hardware
27/05/2016 16:14,7220,5906,74,62,15,sports
27/05/2016 16:23,7219,5783,100,2306,0,sports
27/05/2016 16:23,7217,5915,59,801,21,movies
27/05/2016 16:23,7215,5910,69,1162,7,hardware
27/05/2016 16:25,7226,6230,77,1457,1,sports
27/05/2016 16:27,7221,5817,18,1958,22,computers
27/05/2016 16:28,7214,5721,9,21,13,computers
27/05/2016 16:30,7224,5809,27,611,9,sports
27/05/2016 16:30,7227,5853,22,844,25,computers
27/05/2016 16:31,7225,5844,53,670,1,sports
27/05/2016 16:31,7223,5798,77,1304,24,clothing
27/05/2016 16:35,7213,7079,66,12,5,computers
27/05/2016 16:36,7216,5706,9,1652,14,fashion
27/05/2016 16:39,7245,5756,63,212,3,electronics
27/05/2016 16:39,7246,5880,35,2146,11,games
27/05/2016 16:57,7244,5921,2,518,3,electronics
27/05/2016 17:10,7274,6548,57,2285,14,fashion
27/05/2016 17:14,7278,5743,53,1059,24,clothing
27/05/2016 17:16,7280,5788,44,827,3,electronics
27/05/2016 17:17,7272,5910,69,1162,5,computers
27/05/2016 17:18,7273,5735,84,1404,1,sports
27/05/2016 17:23,7279,7150,99,1804,25,computers
27/05/2016 17:24,7277,5930,59,2029,2,electronics
27/05/2016 17:26,7271,5680,64,1588,26,movies
27/05/2016 17:27,7276,5739,13,1362,21,movies
27/05/2016 17:28,7282,5698,9,1143,14,fashion
27/05/2016 17:33,7275,5665,18,121,5,computers
27/05/2016 17:34,7281,5676,44,1926,19,clothing
27/05/2016 17:37,7297,5706,9,1652,14,fashion
27/05/2016 17:42,7294,5768,97,1640,10,fashion
27/05/2016 17:42,7301,7189,74,367,14,fashion
27/05/2016 17:48,7306,6344,77,2248,7,hardware
27/05/2016 17:54,7295,5950,18,934,17,games
27/05/2016 17:54,7304,5958,8,2383,21,movies
27/05/2016 17:59,7298,5835,99,1,15,sports
27/05/2016 18:00,7292,7188,51,1393,15,sports
27/05/2016 18:01,7305,5912,61,1645,16,clothing
27/05/2016 18:01,7293,5770,25,1807,19,clothing
27/05/2016 18:01,7300,5746,13,1072,20,clothing
27/05/2016 18:02,7302,5746,13,1072,1,sports
27/05/2016 18:03,7299,5767,72,1856,24,clothing
27/05/2016 18:03,7303,5860,57,2221,12,computers
27/05/2016 18:04,7307,5724,11,1260,11,games
27/05/2016 18:04,7296,5962,64,2084,12,computers
27/05/2016 18:08,7326,5833,2,624,28,hardware
27/05/2016 18:09,7325,5723,85,309,8,hardware
27/05/2016 18:11,7328,5917,51,2030,6,movies
27/05/2016 18:15,7329,5702,20,355,16,clothing
27/05/2016 18:18,7332,5963,84,244,23,fashion
27/05/2016 18:20,7324,6928,54,1163,16,clothing
27/05/2016 18:22,7323,5773,35,279,14,fashion
27/05/2016 18:23,7331,5835,99,1,15,sports
27/05/2016 18:24,7334,5967,22,1782,25,computers
27/05/2016 18:26,7327,5750,44,2283,24,clothing
27/05/2016 18:35,7333,5967,22,1782,7,hardware
27/05/2016 18:36,7330,5962,64,2084,29,automotive
27/05/2016 18:47,7356,5756,63,212,20,clothing
27/05/2016 18:57,7353,5785,27,1065,27,games
27/05/2016 19:00,7355,5823,61,511,6,movies
27/05/2016 19:01,7354,5694,35,2229,22,computers
27/05/2016 19:14,7373,5946,64,846,3,electronics
27/05/2016 19:37,7383,5954,77,595,12,computers
27/05/2016 19:50,7384,5767,72,1856,21,movies
27/05/2016 19:53,7382,5921,2,518,20,clothing
27/05/2016 19:57,7386,5882,61,1085,2,electronics
27/05/2016 20:03,7385,5659,13,1623,3,electronics
27/05/2016 20:06,7381,6344,77,2248,26,movies
27/05/2016 20:17,7404,5908,27,856,21,movies
27/05/2016 20:24,7403,5709,11,2222,18,games
27/05/2016 20:27,7402,5816,53,1740,27,games
27/05/2016 20:39,7432,5709,11,2222,9,sports
27/05/2016 20:40,7428,5938,11,1155,12,computers
27/05/2016 20:40,7423,5668,20,1145,25,computers
27/05/2016 20:48,7425,5742,35,2243,20,clothing
27/05/2016 20:48,7429,5820,9,1300,5,computers
27/05/2016 20:51,7430,5696,18,970,27,games
27/05/2016 20:52,7420,5807,54,1026,9,sports
27/05/2016 20:54,7427,5725,77,343,26,movies
27/05/2016 20:56,7426,5935,97,412,6,movies
27/05/2016 20:57,7421,5881,11,390,28,hardware
27/05/2016 21:00,7424,5920,9,1027,4,games
27/05/2016 21:01,7422,5736,36,2161,5,computers
27/05/2016 21:01,7431,5921,2,518,9,sports
27/05/2016 21:08,7450,5783,100,2306,11,games
27/05/2016 21:08,7446,5770,25,1807,11,games
27/05/2016 21:10,7447,5906,74,62,9,sports
27/05/2016 21:11,7448,5788,44,827,12,computers
27/05/2016 21:17,7449,5962,64,2084,21,movies
27/05/2016 21:22,7445,5709,11,2222,29,automotive
27/05/2016 21:42,7465,5948,35,400,26,movies
27/05/2016 21:52,7467,5915,59,801,17,games
27/05/2016 21:52,7469,5948,35,400,1,sports
27/05/2016 22:00,7468,5813,39,210,18,games
27/05/2016 22:06,7466,5676,44,1926,16,clothing
27/05/2016 22:07,7492,5778,94,1206,17,games
27/05/2016 22:11,7491,5660,53,881,16,clothing
27/05/2016 22:13,7481,5963,84,244,13,computers
27/05/2016 22:17,7493,5697,35,2199,8,hardware
27/05/2016 22:17,7489,5809,27,611,12,computers
27/05/2016 22:18,7487,5955,64,2009,9,sports
27/05/2016 22:27,7483,5747,94,239,4,games
27/05/2016 22:27,7488,5948,35,400,2,electronics
27/05/2016 22:30,7485,5782,51,1318,28,hardware
27/05/2016 22:31,7484,5665,18,121,18,games
27/05/2016 22:32,7486,5963,84,244,0,sports
